Area Code,Area Code (M49),Area,Item Code,Item Code (CPC),Item,Element Code,Element,Unit,Y1961,Y1961F,Y1962,Y1962F,Y1963,Y1963F,Y1964,Y1964F,Y1965,Y1965F,Y1966,Y1966F,Y1967,Y1967F,Y1968,Y1968F,Y1969,Y1969F,Y1970,Y1970F,Y1971,Y1971F,Y1972,Y1972F,Y1973,Y1973F,Y1974,Y1974F,Y1975,Y1975F,Y1976,Y1976F,Y1977,Y1977F,Y1978,Y1978F,Y1979,Y1979F,Y1980,Y1980F,Y1981,Y1981F,Y1982,Y1982F,Y1983,Y1983F,Y1984,Y1984F,Y1985,Y1985F,Y1986,Y1986F,Y1987,Y1987F,Y1988,Y1988F,Y1989,Y1989F,Y1990,Y1990F,Y1991,Y1991F,Y1992,Y1992F,Y1993,Y1993F,Y1994,Y1994F,Y1995,Y1995F,Y1996,Y1996F,Y1997,Y1997F,Y1998,Y1998F,Y1999,Y1999F,Y2000,Y2000F,Y2001,Y2001F,Y2002,Y2002F,Y2003,Y2003F,Y2004,Y2004F,Y2005,Y2005F,Y2006,Y2006F,Y2007,Y2007F,Y2008,Y2008F,Y2009,Y2009F,Y2010,Y2010F,Y2011,Y2011F,Y2012,Y2012F,Y2013,Y2013F,Y2014,Y2014F,Y2015,Y2015F,Y2016,Y2016F,Y2017,Y2017F,Y2018,Y2018F,Y2019,Y2019F,Y2020,Y2020F,Y2021,Y2021F,Y2022,Y2022F,Y2023,Y2023F,Y2024,Y2024F
"5000","'001","World","809","'01929.07","Abaca, manila hemp, raw","432","Gross Production Index Number (2014-2016 = 100)","","89.420000","E","103.210000","E","128.860000","E","113.890000","E","103.640000","E","130.980000","E","114.880000","E","102.500000","E","104.550000","E","117.980000","E","102.490000","E","107.690000","E","117.800000","E","126.160000","E","133.810000","E","142.270000","E","155.080000","E","130.560000","E","147.670000","E","156.140000","E","128.010000","E","118.230000","E","90.780000","E","100.380000","E","86.360000","E","84.810000","E","91.780000","E","99.330000","E","75.290000","E","72.200000","E","75.850000","E","78.450000","E","75.170000","E","77.420000","E","78.180000","E","86.820000","E","85.180000","E","89.540000","E","91.730000","E","87.880000","E","91.910000","E","83.780000","E","91.800000","E","98.550000","E","96.750000","E","91.800000","E","92.330000","E","94.070000","E","91.970000","E","93.380000","E","96.150000","E","96.260000","E","93.760000","E","97.780000","E","100.940000","E","101.290000","E","99.800000","E","101.790000","E","103.860000","E","101.880000","E","94.080000","E","99.290000","E","98.420000","E","99.730000","E"
"5000","'001","World","809","'01929.07","Abaca, manila hemp, raw","434","Gross per capita Production Index Number (2014-2016 = 100)","","217.960000","E","246.850000","E","301.490000","E","260.620000","E","232.180000","E","287.460000","E","247.080000","E","215.990000","E","215.780000","E","238.550000","E","203.100000","E","209.250000","E","224.460000","E","235.830000","E","245.570000","E","256.470000","E","274.680000","E","227.260000","E","252.540000","E","262.280000","E","211.170000","E","191.490000","E","144.390000","E","156.810000","E","132.520000","E","127.790000","E","135.780000","E","144.330000","E","107.460000","E","101.240000","E","104.580000","E","106.450000","E","100.440000","E","101.910000","E","101.420000","E","111.030000","E","107.410000","E","111.370000","E","112.550000","E","106.370000","E","109.780000","E","98.760000","E","106.810000","E","113.210000","E","109.730000","E","102.800000","E","102.080000","E","102.670000","E","99.110000","E","99.340000","E","101.020000","E","99.860000","E","96.060000","E","98.950000","E","100.940000","E","100.110000","E","97.510000","E","98.380000","E","99.330000","E","96.500000","E","88.360000","E","92.470000","E","90.860000","E","91.290000","E"
"5000","'001","World","800","'01929.06","Agave fibres, raw, n.e.c.","432","Gross Production Index Number (2014-2016 = 100)","","84.460000","E","80.430000","E","85.430000","E","85.740000","E","87.190000","E","89.250000","E","94.090000","E","96.780000","E","96.260000","E","99.350000","E","102.110000","E","110.280000","E","119.650000","E","129.370000","E","170.210000","E","153.270000","E","159.500000","E","152.230000","E","153.660000","E","170.090000","E","154.300000","E","159.680000","E","158.890000","E","138.090000","E","134.550000","E","138.750000","E","143.560000","E","142.190000","E","159.650000","E","143.780000","E","191.500000","E","144.220000","E","158.340000","E","158.140000","E","139.050000","E","161.880000","E","167.090000","E","134.180000","E","125.940000","E","122.450000","E","118.800000","E","121.690000","E","122.200000","E","130.110000","E","126.880000","E","119.400000","E","117.720000","E","114.400000","E","111.910000","E","109.120000","E","106.800000","E","99.990000","E","101.210000","E","101.510000","E","99.580000","E","98.900000","E","97.600000","E","98.800000","E","96.640000","E","97.320000","E","97.930000","E","97.570000","E","97.820000","E","97.870000","E"
"5000","'001","World","800","'01929.06","Agave fibres, raw, n.e.c.","434","Gross per capita Production Index Number (2014-2016 = 100)","","205.810000","E","192.320000","E","199.840000","E","196.150000","E","195.290000","E","195.810000","E","202.330000","E","203.890000","E","198.640000","E","200.840000","E","202.300000","E","214.230000","E","227.930000","E","241.780000","E","312.300000","E","276.220000","E","282.440000","E","264.910000","E","262.720000","E","285.650000","E","254.480000","E","258.560000","E","252.640000","E","215.680000","E","206.410000","E","209.030000","E","212.350000","E","206.550000","E","227.820000","E","201.580000","E","263.970000","E","195.650000","E","211.520000","E","208.130000","E","180.350000","E","206.980000","E","210.650000","E","166.840000","E","154.480000","E","148.180000","E","141.850000","E","143.410000","E","142.160000","E","149.420000","E","143.870000","E","133.670000","E","130.110000","E","124.830000","E","120.560000","E","116.060000","E","112.170000","E","103.710000","E","103.670000","E","102.710000","E","99.560000","E","97.730000","E","95.340000","E","95.460000","E","92.400000","E","92.160000","E","91.950000","E","90.850000","E","90.290000","E","89.560000","E"
"5000","'001","World","221","'01371","Almonds, in shell","432","Gross Production Index Number (2014-2016 = 100)","","27.240000","E","15.720000","E","20.790000","E","22.740000","E","21.790000","E","21.830000","E","25.900000","E","25.550000","E","20.400000","E","24.370000","E","20.900000","E","25.200000","E","22.370000","E","30.800000","E","27.090000","E","33.490000","E","29.250000","E","32.570000","E","30.020000","E","33.110000","E","44.330000","E","37.650000","E","30.480000","E","41.980000","E","41.250000","E","35.170000","E","45.080000","E","41.090000","E","45.860000","E","47.360000","E","46.310000","E","47.160000","E","45.790000","E","49.780000","E","37.660000","E","46.470000","E","57.300000","E","47.200000","E","59.670000","E","52.290000","E","55.900000","E","66.600000","E","63.820000","E","57.970000","E","66.550000","E","75.060000","E","82.450000","E","89.120000","E","87.000000","E","92.740000","E","111.350000","E","105.030000","E","106.680000","E","99.180000","E","97.550000","E","103.270000","E","112.150000","E","119.790000","E","128.760000","E","150.130000","E","145.120000","E","130.900000","E","127.570000","E","142.280000","E"
"5000","'001","World","221","'01371","Almonds, in shell","434","Gross per capita Production Index Number (2014-2016 = 100)","","66.400000","E","37.590000","E","48.650000","E","52.040000","E","48.810000","E","47.910000","E","55.710000","E","53.840000","E","42.110000","E","49.270000","E","41.430000","E","48.970000","E","42.630000","E","57.580000","E","49.710000","E","60.370000","E","51.800000","E","56.690000","E","51.340000","E","55.620000","E","73.130000","E","60.980000","E","48.480000","E","65.580000","E","63.290000","E","53.000000","E","66.690000","E","59.710000","E","65.450000","E","66.420000","E","63.850000","E","64.000000","E","61.190000","E","65.530000","E","48.860000","E","59.430000","E","72.260000","E","58.700000","E","73.210000","E","63.290000","E","66.770000","E","78.500000","E","74.270000","E","66.600000","E","75.480000","E","84.050000","E","91.160000","E","97.280000","E","93.750000","E","98.670000","E","116.980000","E","108.960000","E","109.300000","E","100.380000","E","97.550000","E","102.070000","E","109.580000","E","115.780000","E","123.150000","E","142.210000","E","136.300000","E","121.910000","E","117.790000","E","130.230000","E"
"5000","'001","World","711","'01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","432","Gross Production Index Number (2014-2016 = 100)","","5.270000","E","5.790000","E","6.000000","E","5.690000","E","6.210000","E","6.010000","E","6.240000","E","7.430000","E","6.420000","E","6.000000","E","6.820000","E","6.930000","E","6.290000","E","6.860000","E","7.000000","E","8.650000","E","11.190000","E","10.630000","E","9.740000","E","11.070000","E","8.420000","E","10.090000","E","13.170000","E","10.490000","E","9.050000","E","10.910000","E","11.560000","E","17.650000","E","14.070000","E","15.490000","E","14.290000","E","32.560000","E","37.120000","E","36.820000","E","31.940000","E","31.220000","E","39.650000","E","49.880000","E","42.690000","E","35.560000","E","41.380000","E","60.810000","E","43.220000","E","64.220000","E","47.250000","E","49.770000","E","47.650000","E","56.420000","E","53.350000","E","55.960000","E","85.440000","E","94.360000","E","92.400000","E","84.620000","E","100.100000","E","115.290000","E","137.630000","E","128.460000","E","124.200000","E","146.940000","E","154.310000","E","124.080000","E","143.780000","E","170.760000","E"
"5000","'001","World","711","'01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","434","Gross per capita Production Index Number (2014-2016 = 100)","","12.860000","E","13.870000","E","14.050000","E","13.040000","E","13.940000","E","13.210000","E","13.430000","E","15.680000","E","13.270000","E","12.140000","E","13.540000","E","13.480000","E","12.000000","E","12.850000","E","12.850000","E","15.620000","E","19.830000","E","18.510000","E","16.680000","E","18.610000","E","13.910000","E","16.360000","E","20.980000","E","16.410000","E","13.910000","E","16.460000","E","17.120000","E","25.670000","E","20.110000","E","21.750000","E","19.720000","E","44.230000","E","49.660000","E","48.520000","E","41.490000","E","39.970000","E","50.060000","E","62.110000","E","52.430000","E","43.090000","E","49.480000","E","71.760000","E","50.350000","E","73.860000","E","53.640000","E","55.790000","E","52.730000","E","61.650000","E","57.550000","E","59.600000","E","89.850000","E","97.990000","E","94.770000","E","85.730000","E","100.200000","E","114.070000","E","134.620000","E","124.290000","E","118.910000","E","139.330000","E","145.080000","E","115.690000","E","132.890000","E","156.470000","E"
"5000","'001","World","515","'01341","Apples","432","Gross Production Index Number (2014-2016 = 100)","","20.230000","E","25.730000","E","24.920000","E","26.370000","E","25.290000","E","25.810000","E","30.090000","E","28.570000","E","31.760000","E","32.030000","E","31.530000","E","29.370000","E","34.560000","E","32.170000","E","36.930000","E","37.250000","E","36.170000","E","38.540000","E","43.360000","E","40.260000","E","38.750000","E","48.040000","E","47.210000","E","47.230000","E","46.150000","E","50.530000","E","45.620000","E","50.640000","E","50.370000","E","48.530000","E","41.910000","E","48.550000","E","52.100000","E","54.880000","E","57.610000","E","64.040000","E","66.150000","E","65.150000","E","67.600000","E","70.140000","E","67.730000","E","65.600000","E","68.920000","E","73.830000","E","73.430000","E","75.030000","E","77.890000","E","81.890000","E","84.970000","E","84.440000","E","91.430000","E","93.230000","E","98.260000","E","101.240000","E","97.820000","E","100.940000","E","98.560000","E","101.930000","E","103.690000","E","107.520000","E","111.170000","E","113.390000","E","115.570000","E","116.100000","E"
"5000","'001","World","515","'01341","Apples","434","Gross per capita Production Index Number (2014-2016 = 100)","","49.300000","E","61.540000","E","58.300000","E","60.340000","E","56.660000","E","56.640000","E","64.720000","E","60.200000","E","65.550000","E","64.760000","E","62.470000","E","57.060000","E","65.850000","E","60.130000","E","67.770000","E","67.150000","E","64.050000","E","67.060000","E","74.150000","E","67.620000","E","63.910000","E","77.790000","E","75.070000","E","73.770000","E","70.810000","E","76.130000","E","67.490000","E","73.560000","E","71.880000","E","68.040000","E","57.770000","E","65.860000","E","69.610000","E","72.230000","E","74.720000","E","81.890000","E","83.410000","E","81.020000","E","82.930000","E","84.890000","E","80.880000","E","77.310000","E","80.180000","E","84.800000","E","83.270000","E","84.000000","E","86.100000","E","89.370000","E","91.550000","E","89.830000","E","96.040000","E","96.710000","E","100.650000","E","102.440000","E","97.800000","E","99.750000","E","96.290000","E","98.490000","E","99.150000","E","101.830000","E","104.390000","E","105.590000","E","106.690000","E","106.260000","E"
