Area Code,Area Code (M49),Area,Item Code,Item Code (CPC),Item,Element Code,Element,Unit,Y1961,Y1961F,Y1961N,Y1962,Y1962F,Y1962N,Y1963,Y1963F,Y1963N,Y1964,Y1964F,Y1964N,Y1965,Y1965F,Y1965N,Y1966,Y1966F,Y1966N,Y1967,Y1967F,Y1967N,Y1968,Y1968F,Y1968N,Y1969,Y1969F,Y1969N,Y1970,Y1970F,Y1970N,Y1971,Y1971F,Y1971N,Y1972,Y1972F,Y1972N,Y1973,Y1973F,Y1973N,Y1974,Y1974F,Y1974N,Y1975,Y1975F,Y1975N,Y1976,Y1976F,Y1976N,Y1977,Y1977F,Y1977N,Y1978,Y1978F,Y1978N,Y1979,Y1979F,Y1979N,Y1980,Y1980F,Y1980N,Y1981,Y1981F,Y1981N,Y1982,Y1982F,Y1982N,Y1983,Y1983F,Y1983N,Y1984,Y1984F,Y1984N,Y1985,Y1985F,Y1985N,Y1986,Y1986F,Y1986N,Y1987,Y1987F,Y1987N,Y1988,Y1988F,Y1988N,Y1989,Y1989F,Y1989N,Y1990,Y1990F,Y1990N,Y1991,Y1991F,Y1991N,Y1992,Y1992F,Y1992N,Y1993,Y1993F,Y1993N,Y1994,Y1994F,Y1994N,Y1995,Y1995F,Y1995N,Y1996,Y1996F,Y1996N,Y1997,Y1997F,Y1997N,Y1998,Y1998F,Y1998N,Y1999,Y1999F,Y1999N,Y2000,Y2000F,Y2000N,Y2001,Y2001F,Y2001N,Y2002,Y2002F,Y2002N,Y2003,Y2003F,Y2003N,Y2004,Y2004F,Y2004N,Y2005,Y2005F,Y2005N,Y2006,Y2006F,Y2006N,Y2007,Y2007F,Y2007N,Y2008,Y2008F,Y2008N,Y2009,Y2009F,Y2009N,Y2010,Y2010F,Y2010N,Y2011,Y2011F,Y2011N,Y2012,Y2012F,Y2012N,Y2013,Y2013F,Y2013N,Y2014,Y2014F,Y2014N,Y2015,Y2015F,Y2015N,Y2016,Y2016F,Y2016N,Y2017,Y2017F,Y2017N,Y2018,Y2018F,Y2018N,Y2019,Y2019F,Y2019N,Y2020,Y2020F,Y2020N,Y2021,Y2021F,Y2021N,Y2022,Y2022F,Y2022N,Y2023,Y2023F,Y2023N,Y2024,Y2024F,Y2024N
"4","'012","Algeria","221","'01371","Almonds, in shell","5312","Area harvested","ha","13300.000000","E",,"13300.000000","E",,"13300.000000","E",,"14200.000000","E",,"13800.000000","E",,"12700.000000","E",,"12900.000000","E",,"10000.000000","E",,"5500.000000","E",,"6700.000000","E",,"4600.000000","E",,"8300.000000","E",,"9200.000000","E",,"10150.000000","E",,"11000.000000","E",,"18250.000000","E",,"10400.000000","E",,"7100.000000","E",,"8100.000000","E",,"8700.000000","E",,"15960.000000","A",,"15450.000000","A",,"18030.000000","A",,"16490.000000","A",,"21100.000000","A",,"20860.000000","A",,"21000.000000","A",,"21370.000000","A",,"23610.000000","A",,"25010.000000","A",,"24240.000000","A",,"24970.000000","A",,"25880.000000","A",,"26130.000000","A",,"24860.000000","A",,"25190.000000","A",,"27440.000000","A",,"26490.000000","A",,"26820.000000","A",,"27150.000000","A",,"26980.000000","A",,"27720.000000","A",,"30630.000000","A",,"30453.000000","A",,"35099.000000","A",,"39098.000000","A",,"40890.000000","A",,"39787.000000","A",,"39313.000000","A",,"54485.000000","A",,"52245.000000","A",,"49975.000000","A",,"49011.000000","A",,"39050.000000","A",,"40403.000000","A",,"49983.000000","A",,"50100.000000","A",,"35626.000000","A",,"35380.000000","A",,"34542.000000","A",,"32492.000000","A",,"36586.000000","I",,"38540.000000","I",,"36926.000000","I",
"4","'012","Algeria","221","'01371","Almonds, in shell","5412","Yield","kg/ha","451.100000","E",,"451.100000","E",,"451.100000","E",,"450.700000","E",,"449.300000","E",,"448.800000","E",,"451.000000","E",,"449.700000","E",,"448.400000","E",,"447.800000","E",,"450.000000","E",,"451.400000","E",,"450.200000","E",,"450.000000","E",,"454.200000","E",,"449.800000","E",,"448.700000","E",,"449.600000","E",,"448.300000","E",,"448.300000","E",,"496.900000","A",,"429.600000","A",,"393.400000","A",,"453.400000","A",,"471.600000","A",,"386.400000","A",,"393.000000","A",,"452.800000","A",,"526.800000","A",,"469.100000","A",,"650.500000","A",,"716.900000","A",,"953.800000","A",,"731.200000","A",,"799.200000","A",,"1332.300000","A",,"706.900000","A",,"816.900000","A",,"954.600000","A",,"975.400000","A",,"934.000000","A",,"1164.800000","A",,"1052.400000","A",,"1247.300000","A",,"1292.900000","A",,"1372.800000","A",,"834.200000","A",,"993.300000","A",,"1205.500000","A",,"1045.700000","A",,"968.900000","A",,"1330.400000","A",,"1296.500000","A",,"1660.100000","A",,"1893.000000","A",,"1322.300000","A",,"1236.200000","A",,"1605.900000","A",,"2046.700000","A",,"1761.100000","A",,"1706.500000","A",,"1727.700000","E",,"1809.400000","E",,"1855.400000","E",
"4","'012","Algeria","221","'01371","Almonds, in shell","5510","Production","t","6000.000000","A",,"6000.000000","A",,"6000.000000","A",,"6400.000000","A",,"6200.000000","A",,"5700.000000","A",,"5818.000000","A",,"4497.000000","A",,"2466.000000","A",,"3000.000000","A",,"2070.000000","A",,"3747.000000","A",,"4142.000000","A",,"4567.000000","A",,"4996.000000","A",,"8208.000000","A",,"4666.000000","A",,"3192.000000","A",,"3631.000000","A",,"3900.000000","A",,"7930.000000","A",,"6637.000000","A",,"7093.000000","A",,"7476.000000","A",,"9951.000000","A",,"8060.000000","A",,"8253.000000","A",,"9676.000000","A",,"12438.000000","A",,"11733.000000","A",,"15768.000000","A",,"17901.000000","A",,"24685.000000","A",,"19106.000000","A",,"19869.000000","A",,"33561.000000","A",,"19396.000000","A",,"21641.000000","A",,"25602.000000","A",,"26483.000000","A",,"25199.000000","A",,"32287.000000","A",,"32234.000000","A",,"37985.000000","A",,"45379.000000","A",,"53673.000000","A",,"34110.000000","A",,"39521.000000","A",,"47393.000000","A",,"56973.000000","A",,"50621.000000","A",,"66487.000000","A",,"63545.000000","A",,"64827.000000","A",,"76482.000000","A",,"66095.000000","A",,"61934.000000","A",,"57212.580000","A",,"72412.000000","A",,"60832.000000","A",,"55448.000000","A",,"63210.520000","I",,"69734.970000","I",,"68512.760000","I",
"4","'012","Algeria","515","'01341","Apples","5312","Area harvested","ha","3400.000000","E",,"3100.000000","E",,"2800.000000","E",,"2700.000000","E",,"2900.000000","E",,"2500.000000","E",,"2500.000000","E",,"2300.000000","E",,"2600.000000","E",,"2800.000000","E",,"3000.000000","E",,"2500.000000","E",,"2200.000000","E",,"3200.000000","E",,"4300.000000","E",,"3200.000000","E",,"3800.000000","E",,"3200.000000","E",,"3000.000000","E",,"4300.000000","E",,"4600.000000","E",,"4900.000000","E",,"4800.000000","E",,"7800.000000","E",,"8000.000000","E",,"8000.000000","E",,"8700.000000","E",,"8000.000000","E",,"10200.000000","E",,"10740.000000","A",,"10960.000000","A",,"11140.000000","A",,"12020.000000","A",,"11800.000000","A",,"11930.000000","A",,"12190.000000","A",,"12260.000000","A",,"12870.000000","A",,"13020.000000","A",,"13480.000000","A",,"14040.000000","A",,"15240.000000","A",,"18080.000000","A",,"19861.000000","A",,"24279.000000","A",,"28658.000000","A",,"31904.000000","A",,"33206.000000","A",,"36616.000000","A",,"52419.000000","A",,"51080.000000","A",,"48828.000000","A",,"48064.000000","A",,"40418.000000","A",,"41011.000000","A",,"46070.000000","A",,"44620.000000","A",,"33653.000000","A",,"32989.000000","A",,"33025.000000","A",,"31171.000000","A",,"32848.000000","I",,"32852.000000","I",,"31875.000000","I",
"4","'012","Algeria","515","'01341","Apples","5412","Yield","kg/ha","4529.400000","E",,"4516.100000","E",,"4642.900000","E",,"4607.800000","E",,"4534.800000","E",,"4483.200000","E",,"4545.600000","E",,"4560.900000","E",,"4568.100000","E",,"4607.100000","E",,"4502.000000","E",,"4592.000000","E",,"4573.600000","E",,"4552.500000","E",,"5017.400000","E",,"4570.000000","E",,"5047.100000","E",,"4867.800000","E",,"4552.000000","E",,"5074.000000","E",,"5083.900000","E",,"4995.100000","E",,"4982.500000","E",,"4981.000000","E",,"5300.000000","E",,"5087.400000","E",,"5021.600000","E",,"4997.500000","E",,"5038.700000","E",,"3625.800000","A",,"4363.800000","A",,"5564.100000","A",,"5275.300000","A",,"4177.700000","A",,"5376.400000","A",,"6059.800000","A",,"5344.600000","A",,"5857.400000","A",,"6706.500000","A",,"7160.000000","A",,"7471.500000","A",,"7942.100000","A",,"7496.800000","A",,"8326.500000","A",,"8225.700000","A",,"9883.500000","A",,"5955.700000","A",,"7859.000000","A",,"7304.700000","A",,"7223.300000","A",,"7911.200000","A",,"8141.400000","A",,"9486.000000","A",,"11450.700000","A",,"11008.600000","A",,"10871.600000","A",,"11076.700000","A",,"14495.200000","A",,"16939.900000","A",,"17163.500000","A",,"16756.300000","A",,"16790.400000","E",,"17704.200000","E",,"18563.300000","E",
"4","'012","Algeria","515","'01341","Apples","5510","Production","t","15400.000000","A",,"14000.000000","A",,"13000.000000","A",,"12441.000000","A",,"13151.000000","A",,"11208.000000","A",,"11364.000000","A",,"10490.000000","A",,"11877.000000","A",,"12900.000000","A",,"13506.000000","A",,"11480.000000","A",,"10062.000000","A",,"14568.000000","A",,"21575.000000","A",,"14624.000000","A",,"19179.000000","A",,"15577.000000","A",,"13656.000000","A",,"21818.000000","A",,"23386.000000","A",,"24476.000000","A",,"23916.000000","A",,"38852.000000","A",,"42400.000000","X","Unofficial figure","40699.000000","A",,"43688.000000","A",,"39980.000000","A",,"51395.000000","A",,"38941.000000","A",,"47827.000000","A",,"61984.000000","A",,"63409.000000","A",,"49297.000000","A",,"64140.000000","A",,"73869.000000","A",,"65525.000000","A",,"75385.000000","A",,"87318.000000","A",,"96517.000000","A",,"104900.000000","A",,"121038.000000","A",,"135542.000000","A",,"165372.000000","A",,"199712.000000","A",,"283242.000000","A",,"190010.000000","A",,"260967.000000","A",,"267469.000000","A",,"378637.000000","A",,"404105.000000","A",,"397529.000000","A",,"455937.200000","A",,"462815.400000","A",,"451472.000000","A",,"500855.000000","A",,"494239.000000","A",,"487808.140000","A",,"558830.000000","A",,"566823.500000","A",,"522317.000000","A",,"551529.770000","I",,"581623.340000","I",,"591697.810000","I",
"4","'012","Algeria","526","'01343","Apricots","5312","Area harvested","ha","4200.000000","E",,"4600.000000","E",,"4000.000000","E",,"4200.000000","E",,"4000.000000","E",,"3900.000000","E",,"4500.000000","E",,"3800.000000","E",,"4000.000000","E",,"4000.000000","E",,"4300.000000","E",,"4300.000000","E",,"3600.000000","E",,"4500.000000","E",,"6500.000000","E",,"6000.000000","E",,"9200.000000","E",,"7300.000000","E",,"8700.000000","E",,"7700.000000","E",,"12000.000000","E",,"11000.000000","E",,"10000.000000","E",,"12000.000000","E",,"13000.000000","E",,"9300.000000","E",,"10500.000000","E",,"10200.000000","E",,"14300.000000","E",,"14010.000000","A",,"12010.000000","A",,"12290.000000","A",,"12560.000000","A",,"13170.000000","A",,"13040.000000","A",,"13460.000000","A",,"13770.000000","A",,"13680.000000","A",,"13950.000000","A",,"13390.000000","A",,"13530.000000","A",,"14660.000000","A",,"16330.000000","A",,"19375.000000","A",,"22888.000000","A",,"27362.000000","A",,"31085.000000","A",,"32849.000000","A",,"34119.000000","A",,"49495.000000","A",,"49191.000000","A",,"47376.000000","A",,"46893.000000","A",,"38590.000000","A",,"38857.000000","A",,"38239.000000","A",,"44307.000000","A",,"32578.000000","A",,"30861.000000","A",,"29719.000000","A",,"27185.000000","A",,"28199.000000","I",,"26518.000000","I",,"24923.000000","I",
"4","'012","Algeria","526","'01343","Apricots","5412","Yield","kg/ha","3028.600000","E",,"3000.000000","E",,"3000.000000","E",,"3547.600000","E",,"3427.300000","E",,"2981.000000","E",,"2910.000000","E",,"3021.800000","E",,"3119.000000","E",,"3550.000000","E",,"3511.400000","E",,"2997.200000","E",,"3025.300000","E",,"2954.000000","E",,"3497.700000","E",,"3472.200000","E",,"3000.800000","E",,"2988.800000","E",,"3470.300000","E",,"3024.000000","E",,"3534.300000","E",,"3626.900000","E",,"6051.900000","E",,"4553.200000","E",,"3262.200000","E",,"3982.000000","E",,"3469.500000","E",,"3186.300000","E",,"3211.500000","E",,"2496.700000","A",,"4934.500000","A",,"3318.600000","A",,"5508.500000","A",,"3241.400000","A",,"3162.000000","A",,"5943.500000","A",,"2894.000000","A",,"4247.800000","A",,"5314.700000","A",,"4208.700000","A",,"5005.500000","A",,"5029.500000","A",,"6642.300000","A",,"4541.500000","A",,"6339.400000","A",,"6104.000000","A",,"3745.700000","A",,"5248.500000","A",,"5946.100000","A",,"4009.800000","A",,"5812.000000","A",,"5684.500000","A",,"6819.400000","A",,"5621.700000","A",,"7553.000000","A",,"6714.900000","A",,"5798.000000","A",,"7435.800000","A",,"6778.900000","A",,"6301.500000","A",,"6979.100000","A",,"6931.000000","E",,"6945.100000","E",,"6944.900000","E",
"4","'012","Algeria","526","'01343","Apricots","5510","Production","t","12720.000000","A",,"13800.000000","A",,"12000.000000","A",,"14900.000000","A",,"13709.000000","A",,"11626.000000","A",,"13095.000000","A",,"11483.000000","A",,"12476.000000","A",,"14200.000000","A",,"15099.000000","A",,"12888.000000","A",,"10891.000000","A",,"13293.000000","A",,"22735.000000","A",,"20833.000000","A",,"27607.000000","A",,"21818.000000","A",,"30192.000000","A",,"23285.000000","A",,"42412.000000","A",,"39896.000000","A",,"60519.000000","A",,"54638.000000","A",,"42408.000000","A",,"37033.000000","A",,"36430.000000","A",,"32500.000000","A",,"45925.000000","A",,"34979.000000","A",,"59263.000000","A",,"40785.000000","A",,"69187.000000","A",,"42689.000000","A",,"41233.000000","A",,"80000.000000","A",,"39850.000000","A",,"58110.000000","A",,"74140.000000","A",,"56354.000000","A",,"67724.000000","A",,"73733.000000","A",,"108469.000000","A",,"87991.000000","A",,"145097.000000","A",,"167017.000000","A",,"116436.000000","A",,"172409.000000","A",,"202876.000000","A",,"198467.000000","A",,"285897.000000","A",,"269308.400000","A",,"319783.600000","A",,"216941.100000","A",,"293486.000000","A",,"256771.000000","A",,"256890.000000","A",,"242242.740000","A",,"209204.000000","A",,"187273.200000","A",,"189724.000000","A",,"195449.420000","I",,"184166.780000","I",,"173085.130000","I",
"4","'012","Algeria","366","'01216","Artichokes","5312","Area harvested","ha","5000.000000","E",,"5000.000000","E",,"5000.000000","E",,"4520.000000","A",,"5700.000000","A",,"5080.000000","A",,"4460.000000","A",,"5270.000000","A",,"4040.000000","A",,"4000.000000","A",,"5010.000000","A",,"3070.000000","A",,"3470.000000","A",,"4090.000000","A",,"4310.000000","A",,"4730.000000","A",,"3210.000000","A",,"3310.000000","A",,"3780.000000","A",,"2670.000000","A",,"1930.000000","A",,"1340.000000","A",,"1700.000000","A",,"2010.000000","A",,"800.000000","A",,"830.000000","A",,"1370.000000","A",,"1310.000000","A",,"1170.000000","A",,"1170.000000","A",,"1110.000000","A",,"880.000000","A",,"630.000000","A",,"670.000000","A",,"860.000000","A",,"2590.000000","A",,"3790.000000","A",,"5390.000000","A",,"3700.000000","A",,"4140.000000","A",,"3210.000000","A",,"3200.000000","A",,"2880.000000","A",,"3316.000000","A",,"2828.000000","A",,"1713.000000","A",,"1813.000000","A",,"2304.000000","A",,"2724.000000","A",,"3112.000000","A",,"3760.000000","A",,"4168.000000","A",,"4472.000000","A",,"4705.000000","A",,"4674.000000","A",,"5174.000000","A",,"5532.000000","A",,"5784.000000","A",,"5792.000000","A",,"5830.000000","A",,"5656.000000","A",,"5637.000000","I",,"6002.000000","I",,"5931.000000","I",
