Country Name,Country Code,Series Name,Series Code,1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
Canada,CAN,"UIS: Mean years of schooling (ISCED 1 or higher), population 25+ years, female",UIS.EA.MEAN.1T6.AG25T99.F,..,10.45075,..,..,..,..,..,..,..,..,..,12.35385,..,..,..,..,12.95977,..,..,..,..,13.22261,..,..,..,..,13.37727,..,..,..,..,..,..,..,..
Canada,CAN,"UIS: Mean years of schooling (ISCED 1 or higher), population 25+ years, male",UIS.EA.MEAN.1T6.AG25T99.M,..,10.81619,..,..,..,..,..,..,..,..,..,12.41921,..,..,..,..,13.01757,..,..,..,..,13.20592,..,..,..,..,13.25971,..,..,..,..,..,..,..,..
Canada,CAN,"UIS: Mean years of schooling (ISCED 1 or higher), population 25+ years, both sexes",UIS.EA.MEAN.1T6.AG25T99,..,10.62492,..,..,..,..,..,..,..,..,..,12.37847,..,..,..,..,12.9859,..,..,..,..,13.21356,..,..,..,..,13.32034,..,..,..,..,..,..,..,..
Canada,CAN,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Albania,ALB,"UIS: Mean years of schooling (ISCED 1 or higher), population 25+ years, female",UIS.EA.MEAN.1T6.AG25T99.F,..,..,..,..,..,..,..,..,..,..,..,8.17181,..,..,..,..,..,..,8.68114,..,..,9.4937,9.94807,..,..,..,..,..,..,..,..,..,..,..,..
Albania,ALB,"UIS: Mean years of schooling (ISCED 1 or higher), population 25+ years, male",UIS.EA.MEAN.1T6.AG25T99.M,..,..,..,..,..,..,..,..,..,..,..,9.32291,..,..,..,..,..,..,9.70867,..,..,10.33097,10.36471,..,..,..,..,..,..,..,..,..,..,..,..
Albania,ALB,"UIS: Mean years of schooling (ISCED 1 or higher), population 25+ years, both sexes",UIS.EA.MEAN.1T6.AG25T99,..,..,..,..,..,..,..,..,..,..,..,8.74141,..,..,..,..,..,..,9.16803,..,..,9.90485,10.14573,..,..,..,..,..,..,..,..,..,..,..,..
Albania,ALB,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,98.71298,..,..,..,..,..,..,95.93864,..,..,96.8453,97.24697,..,..,..,..,..,98.14115,..,..,..,..,..,..
Algeria,DZA,"UIS: Mean years of schooling (ISCED 1 or higher), population 25+ years, female",UIS.EA.MEAN.1T6.AG25T99.F,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.57359,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,"UIS: Mean years of schooling (ISCED 1 or higher), population 25+ years, male",UIS.EA.MEAN.1T6.AG25T99.M,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.22392,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,"UIS: Mean years of schooling (ISCED 1 or higher), population 25+ years, both sexes",UIS.EA.MEAN.1T6.AG25T99,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.40254,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,69.8735,..,..,..,72.64868,..,75.13605,..,..,..,..,..,..,..,..,..,81.40784,..,..,..,..,..,..
American Samoa,ASM,"UIS: Mean years of schooling (ISCED 1 or higher), population 25+ years, female",UIS.EA.MEAN.1T6.AG25T99.F,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"UIS: Mean years of schooling (ISCED 1 or higher), population 25+ years, male",UIS.EA.MEAN.1T6.AG25T99.M,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"UIS: Mean years of schooling (ISCED 1 or higher), population 25+ years, both sexes",UIS.EA.MEAN.1T6.AG25T99,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,"UIS: Mean years of schooling (ISCED 1 or higher), population 25+ years, female",UIS.EA.MEAN.1T6.AG25T99.F,..,..,..,..,..,..,..,..,..,..,..,..,..,10.15634,10.42723,9.81473,10.19616,..,..,..,..,..,..,..,10.53717,10.46091,10.43894,..,..,..,..,..,..,..,..
Andorra,AND,"UIS: Mean years of schooling (ISCED 1 or higher), population 25+ years, male",UIS.EA.MEAN.1T6.AG25T99.M,..,..,..,..,..,..,..,..,..,..,..,..,..,10.11029,10.59517,9.96462,10.22823,..,..,..,..,..,..,..,10.64441,10.57635,10.56401,..,..,..,..,..,..,..,..
Andorra,AND,"UIS: Mean years of schooling (ISCED 1 or higher), population 25+ years, both sexes",UIS.EA.MEAN.1T6.AG25T99,..,..,..,..,..,..,..,..,..,..,..,..,..,10.13419,10.51522,9.8935,10.21304,..,..,..,..,..,..,..,10.59014,10.51871,10.50176,..,..,..,..,..,..,..,..
Andorra,AND,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Angola,AGO,"UIS: Mean years of schooling (ISCED 1 or higher), population 25+ years, female",UIS.EA.MEAN.1T6.AG25T99.F,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.13611,..,..,..,..,..,..,..,..,..,..
Angola,AGO,"UIS: Mean years of schooling (ISCED 1 or higher), population 25+ years, male",UIS.EA.MEAN.1T6.AG25T99.M,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.95799,..,..,..,..,..,..,..,..,..,..
Angola,AGO,"UIS: Mean years of schooling (ISCED 1 or higher), population 25+ years, both sexes",UIS.EA.MEAN.1T6.AG25T99,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.99596,..,..,..,..,..,..,..,..,..,..
Angola,AGO,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,67.40542,..,..,..,..,..,..,..,..,..,..,..,..,66.03011,..,..,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,"UIS: Mean years of schooling (ISCED 1 or higher), population 25+ years, female",UIS.EA.MEAN.1T6.AG25T99.F,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,"UIS: Mean years of schooling (ISCED 1 or higher), population 25+ years, male",UIS.EA.MEAN.1T6.AG25T99.M,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,"UIS: Mean years of schooling (ISCED 1 or higher), population 25+ years, both sexes",UIS.EA.MEAN.1T6.AG25T99,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,98.95,..,..,..,..,..,..,..,..,..,98.95,..,..,..,98.95,..,..,..,..,..,..,..,..,..
Arab World,ARB,"UIS: Mean years of schooling (ISCED 1 or higher), population 25+ years, female",UIS.EA.MEAN.1T6.AG25T99.F,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Arab World,ARB,"UIS: Mean years of schooling (ISCED 1 or higher), population 25+ years, male",UIS.EA.MEAN.1T6.AG25T99.M,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Arab World,ARB,"UIS: Mean years of schooling (ISCED 1 or higher), population 25+ years, both sexes",UIS.EA.MEAN.1T6.AG25T99,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Arab World,ARB,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,53.75409,54.85839,55.79609,56.5178,57.35207,58.33942,59.80857,60.54454,61.72372,62.75603,63.68453,64.87778,66.04557,68.68774,69.63666,69.2184,68.13701,68.62272,69.62151,68.30745,69.24863,71.06061,74.43569,74.04358,75.71389,73.49939,74.8408,75.76682,72.86909,73.11425,..,..,..,..,..
Argentina,ARG,"UIS: Mean years of schooling (ISCED 1 or higher), population 25+ years, female",UIS.EA.MEAN.1T6.AG25T99.F,..,7.90297,..,..,..,..,..,..,..,..,..,8.87543,..,9.8852,..,..,10.40822,..,10.60842,10.77123,10.77528,10.87172,11.02336,11.08803,11.15414,11.16426,11.13786,..,11.34634,..,..,..,..,..,..
Argentina,ARG,"UIS: Mean years of schooling (ISCED 1 or higher), population 25+ years, male",UIS.EA.MEAN.1T6.AG25T99.M,..,8.13223,..,..,..,..,..,..,..,..,..,8.66949,..,9.72346,..,..,10.20164,..,10.39876,10.49547,10.59208,10.69722,10.68659,10.82681,10.80168,10.80888,10.83777,..,10.94502,..,..,..,..,..,..
Argentina,ARG,"UIS: Mean years of schooling (ISCED 1 or higher), population 25+ years, both sexes",UIS.EA.MEAN.1T6.AG25T99,..,8.01231,..,..,..,..,..,..,..,..,..,8.77841,..,9.80576,..,..,10.31451,..,10.51253,10.64455,10.69098,10.79015,10.86789,10.96858,10.99034,10.9999,10.99897,..,11.16078,..,..,..,..,..,..
Argentina,ARG,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,96.04072,..,..,..,..,..,..,..,..,..,97.19331,..,..,..,..,98.6108,..,..,98.98342,98.95497,99.10833,99.10523,99.12195,98.99389,99.17996,99.12501,..,99.00387,..,..,..,..,..,..
Armenia,ARM,"UIS: Mean years of schooling (ISCED 1 or higher), population 25+ years, female",UIS.EA.MEAN.1T6.AG25T99.F,..,..,..,..,..,..,..,..,..,..,..,10.34996,..,..,..,..,..,..,..,..,..,11.30488,..,..,..,11.70447,..,11.29839,..,..,..,..,..,..,..
Armenia,ARM,"UIS: Mean years of schooling (ISCED 1 or higher), population 25+ years, male",UIS.EA.MEAN.1T6.AG25T99.M,..,..,..,..,..,..,..,..,..,..,..,10.57222,..,..,..,..,..,..,..,..,..,11.31423,..,..,..,11.69459,..,11.30585,..,..,..,..,..,..,..
Armenia,ARM,"UIS: Mean years of schooling (ISCED 1 or higher), population 25+ years, both sexes",UIS.EA.MEAN.1T6.AG25T99,..,..,..,..,..,..,..,..,..,..,..,10.45174,..,..,..,..,..,..,..,..,..,11.30916,..,..,..,11.69998,..,11.30174,..,..,..,..,..,..,..
Armenia,ARM,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,99.40016,..,..,..,..,..,..,..,..,..,99.74441,..,..,..,..,..,99.73607,..,..,..,..,..,..,..
Aruba,ABW,"UIS: Mean years of schooling (ISCED 1 or higher), population 25+ years, female",UIS.EA.MEAN.1T6.AG25T99.F,..,6.2089,..,..,..,..,..,..,..,..,8.381,..,..,..,..,..,..,..,..,..,8.31384,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Aruba,ABW,"UIS: Mean years of schooling (ISCED 1 or higher), population 25+ years, male",UIS.EA.MEAN.1T6.AG25T99.M,..,6.95676,..,..,..,..,..,..,..,..,8.93753,..,..,..,..,..,..,..,..,..,8.47793,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Aruba,ABW,"UIS: Mean years of schooling (ISCED 1 or higher), population 25+ years, both sexes",UIS.EA.MEAN.1T6.AG25T99,..,6.56583,..,..,..,..,..,..,..,..,8.64122,..,..,..,..,..,..,..,..,..,8.38881,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Aruba,ABW,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,97.29125,..,..,..,..,..,..,..,..,..,96.82264,..,..,..,..,..,..,..,97.80742,..,..,..,..,..,..
Australia,AUS,"UIS: Mean years of schooling (ISCED 1 or higher), population 25+ years, female",UIS.EA.MEAN.1T6.AG25T99.F,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11.70693,11.76674,11.9365,12.03388,12.32278,12.39437,12.48122,12.60574,12.79733,12.07382,12.16779,12.2695,12.39655,12.40007,12.57725,..,..,..,..,..,..
Australia,AUS,"UIS: Mean years of schooling (ISCED 1 or higher), population 25+ years, male",UIS.EA.MEAN.1T6.AG25T99.M,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11.93582,11.96301,12.01275,12.09753,12.26727,12.31448,12.34035,12.39005,12.61996,12.01944,12.22585,12.28096,12.37546,12.32045,12.43492,..,..,..,..,..,..
Australia,AUS,"UIS: Mean years of schooling (ISCED 1 or higher), population 25+ years, both sexes",UIS.EA.MEAN.1T6.AG25T99,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11.82016,11.86393,11.97422,12.0655,12.29526,12.35454,12.41071,12.49883,12.70935,12.04686,12.1965,12.27517,12.38612,12.36087,12.50712,..,..,..,..,..,..
Australia,AUS,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Austria,AUT,"UIS: Mean years of schooling (ISCED 1 or higher), population 25+ years, female",UIS.EA.MEAN.1T6.AG25T99.F,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11.17828,..,11.08456,10.96874,11.27799,11.34412,11.33168,11.38065,11.44007,11.62955,11.74792,11.80643,11.87403,..,..,..,..,..,..,..
Austria,AUT,"UIS: Mean years of schooling (ISCED 1 or higher), population 25+ years, male",UIS.EA.MEAN.1T6.AG25T99.M,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12.01947,..,12.06237,12.09947,12.14536,12.15625,12.16122,12.19072,12.20025,12.42884,12.46493,12.47828,12.49718,..,..,..,..,..,..,..
Austria,AUT,"UIS: Mean years of schooling (ISCED 1 or higher), population 25+ years, both sexes",UIS.EA.MEAN.1T6.AG25T99,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11.58015,..,11.55305,11.49082,11.69434,11.73423,11.7306,11.77063,11.80627,12.0145,12.09431,12.09449,12.1759,..,..,..,..,..,..,..
Austria,AUT,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Azerbaijan,AZE,"UIS: Mean years of schooling (ISCED 1 or higher), population 25+ years, female",UIS.EA.MEAN.1T6.AG25T99.F,..,..,..,..,..,..,..,..,..,9.4832,..,..,..,..,..,..,..,10.10761,10.1215,10.12927,10.15892,10.16167,10.16228,10.16551,10.16521,10.16084,10.2424,10.2201,..,..,..,..,..,..,..
Azerbaijan,AZE,"UIS: Mean years of schooling (ISCED 1 or higher), population 25+ years, male",UIS.EA.MEAN.1T6.AG25T99.M,..,..,..,..,..,..,..,..,..,10.41692,..,..,..,..,..,..,..,10.79378,10.80137,10.8049,10.79917,10.79847,10.80682,10.81234,10.81629,10.81695,10.8936,10.8944,..,..,..,..,..,..,..
Azerbaijan,AZE,"UIS: Mean years of schooling (ISCED 1 or higher), population 25+ years, both sexes",UIS.EA.MEAN.1T6.AG25T99,..,..,..,..,..,..,..,..,..,9.91747,..,..,..,..,..,..,..,10.43555,10.44655,10.45223,10.46595,10.46714,10.47151,10.47588,10.47768,10.47585,10.5554,10.5446,..,..,..,..,..,..,..
Azerbaijan,AZE,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,98.7918,..,..,..,..,..,..,..,99.59319,..,99.75984,99.77114,99.77863,99.77577,99.78936,99.78899,99.78806,99.79006,99.79123,..,..,..,..,..,..,..
"Bahamas, The",BHS,"UIS: Mean years of schooling (ISCED 1 or higher), population 25+ years, female",UIS.EA.MEAN.1T6.AG25T99.F,9.44987,..,..,..,..,..,..,..,..,..,11.23228,..,..,..,..,..,..,..,..,..,12.04617,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Bahamas, The",BHS,"UIS: Mean years of schooling (ISCED 1 or higher), population 25+ years, male",UIS.EA.MEAN.1T6.AG25T99.M,9.42157,..,..,..,..,..,..,..,..,..,10.80504,..,..,..,..,..,..,..,..,..,11.71435,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Bahamas, The",BHS,"UIS: Mean years of schooling (ISCED 1 or higher), population 25+ years, both sexes",UIS.EA.MEAN.1T6.AG25T99,9.43642,..,..,..,..,..,..,..,..,..,11.04335,..,..,..,..,..,..,..,..,..,11.89006,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Bahamas, The",BHS,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bahrain,BHR,"UIS: Mean years of schooling (ISCED 1 or higher), population 25+ years, female",UIS.EA.MEAN.1T6.AG25T99.F,..,4.8728,..,..,..,..,..,..,..,..,..,7.43526,..,..,..,..,..,..,..,..,7.9677,..,..,..,..,..,8.89221,9.08769,10.37557,..,..,..,..,..,..
Bahrain,BHR,"UIS: Mean years of schooling (ISCED 1 or higher), population 25+ years, male",UIS.EA.MEAN.1T6.AG25T99.M,..,5.37726,..,..,..,..,..,..,..,..,..,9.13532,..,..,..,..,..,..,..,..,8.03948,..,..,..,..,..,9.44099,9.72027,10.52958,..,..,..,..,..,..
Bahrain,BHR,"UIS: Mean years of schooling (ISCED 1 or higher), population 25+ years, both sexes",UIS.EA.MEAN.1T6.AG25T99,..,5.19348,..,..,..,..,..,..,..,..,..,8.52635,..,..,..,..,..,..,..,..,8.01587,..,..,..,..,..,9.25912,9.5192,10.47993,..,..,..,..,..,..
Bahrain,BHR,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,84.01383,..,..,..,..,..,..,..,..,..,86.54874,..,..,..,..,..,..,..,..,90.9774,..,..,..,..,..,97.06668,97.40389,97.46419,..,..,..,..,..,..
Bangladesh,BGD,"UIS: Mean years of schooling (ISCED 1 or higher), population 25+ years, female",UIS.EA.MEAN.1T6.AG25T99.F,..,..,..,..,..,..,..,..,..,..,..,3.77931,..,..,..,..,..,..,..,..,..,4.40422,4.53899,4.36723,4.59836,5.34107,5.43883,5.63924,5.79832,5.97717,..,..,..,..,..
Bangladesh,BGD,"UIS: Mean years of schooling (ISCED 1 or higher), population 25+ years, male",UIS.EA.MEAN.1T6.AG25T99.M,..,..,..,..,..,..,..,..,..,..,..,5.00275,..,..,..,..,..,..,..,..,..,6.00875,6.08224,5.74734,5.80048,6.63524,6.78132,6.90503,6.99896,7.14094,..,..,..,..,..
Bangladesh,BGD,"UIS: Mean years of schooling (ISCED 1 or higher), population 25+ years, both sexes",UIS.EA.MEAN.1T6.AG25T99,..,..,..,..,..,..,..,..,..,..,..,4.39687,..,..,..,..,..,..,..,..,..,5.19887,5.30234,5.06477,5.1944,5.98583,6.11389,6.27025,6.38588,6.54998,..,..,..,..,..
Bangladesh,BGD,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,35.3193,..,..,..,..,..,..,..,..,..,47.4855,..,..,..,..,..,46.6636,..,..,..,58.76918,57.86075,61.01554,61.0933,65.13733,72.75872,72.89297,73.9122,74.68446,..,..,..,..,..
Barbados,BRB,"UIS: Mean years of schooling (ISCED 1 or higher), population 25+ years, female",UIS.EA.MEAN.1T6.AG25T99.F,..,..,..,..,..,..,..,..,..,..,9.07628,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Barbados,BRB,"UIS: Mean years of schooling (ISCED 1 or higher), population 25+ years, male",UIS.EA.MEAN.1T6.AG25T99.M,..,..,..,..,..,..,..,..,..,..,8.90166,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Barbados,BRB,"UIS: Mean years of schooling (ISCED 1 or higher), population 25+ years, both sexes",UIS.EA.MEAN.1T6.AG25T99,..,..,..,..,..,..,..,..,..,..,8.99301,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Barbados,BRB,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,99.6,..,..,..,..,..,..,..,..,..,99.6,..,..,..,..,..,..,..,..,..,99.6,..,..,..,..,..,..,..,..,..,..
Belarus,BLR,"UIS: Mean years of schooling (ISCED 1 or higher), population 25+ years, female",UIS.EA.MEAN.1T6.AG25T99.F,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11.21051,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Belarus,BLR,"UIS: Mean years of schooling (ISCED 1 or higher), population 25+ years, male",UIS.EA.MEAN.1T6.AG25T99.M,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11.48874,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Belarus,BLR,"UIS: Mean years of schooling (ISCED 1 or higher), population 25+ years, both sexes",UIS.EA.MEAN.1T6.AG25T99,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11.33366,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Belarus,BLR,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,99.59073,..,..,..,..,..,..,..,..,..,99.61706,..,..,..,..,..,..,..,..,99.75656,..,..,..,..,..,..
Belgium,BEL,"UIS: Mean years of schooling (ISCED 1 or higher), population 25+ years, female",UIS.EA.MEAN.1T6.AG25T99.F,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10.82862,..,10.92404,11.08556,11.21817,11.2837,11.31801,11.44212,11.53974,11.83914,11.9353,12.22342,..,..,..,..,..,..,..
Belgium,BEL,"UIS: Mean years of schooling (ISCED 1 or higher), population 25+ years, male",UIS.EA.MEAN.1T6.AG25T99.M,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11.28237,..,11.4472,11.55278,11.61493,11.6566,11.68096,11.86654,11.99596,12.19611,12.28219,12.5176,..,..,..,..,..,..,..
Belgium,BEL,"UIS: Mean years of schooling (ISCED 1 or higher), population 25+ years, both sexes",UIS.EA.MEAN.1T6.AG25T99,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11.04704,..,11.17626,11.31094,11.40962,11.46376,11.49337,11.64727,11.76037,12.01187,12.10322,12.36665,..,..,..,..,..,..,..
Belgium,BEL,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Belize,BLZ,"UIS: Mean years of schooling (ISCED 1 or higher), population 25+ years, female",UIS.EA.MEAN.1T6.AG25T99.F,..,5.56315,..,..,..,..,..,..,..,..,..,..,..,..,..,7.56265,..,..,..,..,10.5039,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Belize,BLZ,"UIS: Mean years of schooling (ISCED 1 or higher), population 25+ years, male",UIS.EA.MEAN.1T6.AG25T99.M,..,5.69185,..,..,..,..,..,..,..,..,..,..,..,..,..,7.6684,..,..,..,..,10.49129,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Belize,BLZ,"UIS: Mean years of schooling (ISCED 1 or higher), population 25+ years, both sexes",UIS.EA.MEAN.1T6.AG25T99,..,5.62865,..,..,..,..,..,..,..,..,..,..,..,..,..,7.61368,..,..,..,..,10.49766,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Belize,BLZ,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,70.29842,..,..,..,..,..,..,..,..,76.90298,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Benin,BEN,"UIS: Mean years of schooling (ISCED 1 or higher), population 25+ years, female",UIS.EA.MEAN.1T6.AG25T99.F,..,..,..,..,..,..,..,..,..,..,..,..,1.51295,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Benin,BEN,"UIS: Mean years of schooling (ISCED 1 or higher), population 25+ years, male",UIS.EA.MEAN.1T6.AG25T99.M,..,..,..,..,..,..,..,..,..,..,..,..,3.57666,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Benin,BEN,"UIS: Mean years of schooling (ISCED 1 or higher), population 25+ years, both sexes",UIS.EA.MEAN.1T6.AG25T99,..,..,1.65131,..,..,..,..,..,..,..,..,..,2.46291,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Benin,BEN,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,27.24517,..,..,..,..,..,..,..,..,..,34.65785,..,..,..,28.70211,..,..,..,..,..,32.94882,..,..,..,..,..,42.3624,..,..,..,..,..,..
Bermuda,BMU,"UIS: Mean years of schooling (ISCED 1 or higher), population 25+ years, female",UIS.EA.MEAN.1T6.AG25T99.F,..,10.95102,..,..,..,..,..,..,..,..,12.81121,..,..,..,..,..,..,..,..,..,11.48717,..,..,..,..,..,12.92412,..,..,..,..,..,..,..,..
Bermuda,BMU,"UIS: Mean years of schooling (ISCED 1 or higher), population 25+ years, male",UIS.EA.MEAN.1T6.AG25T99.M,..,10.88448,..,..,..,..,..,..,..,..,12.74159,..,..,..,..,..,..,..,..,..,10.37681,..,..,..,..,..,12.12384,..,..,..,..,..,..,..,..
Bermuda,BMU,"UIS: Mean years of schooling (ISCED 1 or higher), population 25+ years, both sexes",UIS.EA.MEAN.1T6.AG25T99,..,10.91937,..,..,..,..,..,..,..,..,12.77649,..,..,..,..,..,..,..,..,..,10.96161,..,..,..,..,..,12.5439,..,..,..,..,..,..,..,..
Bermuda,BMU,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
